Media ID,Comment ID,Username,Comment Text,Comment Created At
3177786685021404728,18246376276203374,sabahsaid79,Awesome.. The Beatles,2023-08-26 12:20:22+00:00
3177786685021404728,17873590244950819,marsdemille,Awesome 👏👏,2023-08-26 10:55:50+00:00
3177786685021404728,17866816103978429,nomfundosarahmsomi,🔥,2023-08-26 10:29:42+00:00
3177786685021404728,17930407640739936,suardhahabia,💛💛💛💛💛💛,2023-08-26 09:59:14+00:00
3368500131419730882,18336246532136160,sajida9845al,مسيبين مقاطعة المنتجات الداعمة لإسرائيل و جايين على موضوع غلاء الأسعار... همكم الدنيا و لا كيف .,2024-05-17 18:22:59+00:00
3368500131419730882,18335900395189717,y0q.__.in,متعرفوش تقاطعو دم الفلسطنيين,2024-05-17 15:38:23+00:00
3368500131419730882,18025322258111166,learnwithtuka,خيركم متكلمتوش عالبيبسي؟,2024-05-17 11:18:18+00:00
3368628426137262363,18044664454763350,kamruddin_mev_,"❤️❤️❤️
🤲🤲🤲🤲",2024-05-24 17:07:37+00:00
3368628426137262363,18061378522502021,k_alf.15,الله يحفظكم اخوكم من العراق 😢🙌👏,2024-05-23 21:45:29+00:00
3368628426137262363,18008990852425563,chahrazedmi,🇵🇸🇵🇸🇵🇸✌️✌️✌️✌️✌️🇵🇸✌️✌️🇵🇸🇵🇸,2024-05-23 15:14:18+00:00
3368628426137262363,18009071252236237,af_zal6705,Allah Hu Akbar 💔💔💔💔💔💔💔💔💔,2024-05-23 13:45:24+00:00
3368628426137262363,18025053314144012,mohammadshahbaz9455,❤️❤️❤️,2024-05-23 12:38:38+00:00
3368628426137262363,18034031902821334,bwlys7803,❤️❤️❤️❤️❤️❤️,2024-05-23 10:19:22+00:00
3368628426137262363,18230987701257042,shk_umama18,#freepalestine🇵🇸,2024-05-23 05:50:19+00:00
3368628426137262363,18260364343243176,abuyamin7001,الله يحفظكم و ينصركم 🙌,2024-05-23 05:49:39+00:00
3368628426137262363,18229367473280356,mhywb5229,اللهم اجعل النصر قريب فان قلوبنا لم تعد تتحمل 😔,2024-05-23 00:49:31+00:00
3368628426137262363,18287914372164453,bwmsdlmry7,"منوووووووووووررررررررر 
يا أخ رمضان 
ربي يسعدك ويحفظك يارب",2024-05-22 21:46:21+00:00
3368628426137262363,18435609145046665,latifjannn77,FREE PALESTINE 🇵🇸,2024-05-22 18:09:08+00:00
3368628426137262363,18121650193362871,tanvir9061,😢🤲,2024-05-22 15:21:54+00:00
3368628426137262363,18037931215914797,trilailymaghfiroh,#freepalestine❤️🇵🇸,2024-05-22 09:02:59+00:00
3368628426137262363,17850682380206284,abo_taim12456,😢💔,2024-05-22 08:45:05+00:00
3368628426137262363,18319089016135597,saadnajeeb3,Ramdan bro where are you now are you safe? Reply me in English,2024-05-21 17:03:29+00:00
3368628426137262363,18027556217086817,90babykids,❤️❤️❤️❤️❤️,2024-05-21 14:47:55+00:00
3368628426137262363,18016669550353229,mr._shahi_444,"O Allah, I am saying from India, protect Palestine",2024-05-21 13:55:01+00:00
3368628426137262363,18433011442022526,smabdullah9,"Absolutely right, philistin will be free inshallah",2024-05-21 09:22:05+00:00
3368628426137262363,18321631129131924,almuksitmukto,Stay strong young brother insallah we'll be victorious one day,2024-05-21 09:17:33+00:00
3368628426137262363,18291823918165160,saidalam860,"May Allah protect the Palestinians brothers & sister , mother & father and the Al Aqsa Mosque🇵🇸💖🇮🇳",2024-05-21 06:12:08+00:00
3368628426137262363,18019468286215726,lshdhly775,ساتناتهي بي اذن الله,2024-05-21 01:16:56+00:00
3368628426137262363,17867245578106425,nhbyblhbs,انا لله وانا الیه راجعون ✌🏻🇮🇷🖤♥🖤#,2024-05-20 20:27:16+00:00
3368628426137262363,17925111860887227,rsd76971,😢😢,2024-05-20 16:39:14+00:00
3368628426137262363,18023492851967866,teira_sh_7,اميرنا الصغير 😭🇵🇸🔥,2024-05-20 12:01:42+00:00
